                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    476,                0.63325,                 0.2753,                0.88409,                0.98972,                0.96087,                0.98547,                0.69921,                 1.1457,                0.34957,                 1.0401,              0.0006148,              0.0006148,              0.0006148
                    477,                0.63325,                0.27545,                0.88453,                0.98979,                0.96087,                0.98547,                0.69919,                 1.1458,                0.34969,                 1.0403,               0.000595,               0.000595,               0.000595
                    478,                0.63197,                0.27373,                0.88662,                0.98989,                0.96087,                0.98543,                0.69904,                 1.1459,                0.35027,                 1.0405,              0.0005752,              0.0005752,              0.0005752
                    479,                0.63219,                0.27427,                0.88808,                0.98992,                0.96087,                0.98545,                0.69905,                 1.1462,                0.35042,                  1.041,              0.0005554,              0.0005554,              0.0005554
                    480,                0.63245,                0.27418,                0.88715,                0.98125,                0.96848,                0.98544,                0.69936,                 1.1465,                0.35061,                 1.0412,              0.0005356,              0.0005356,              0.0005356
                    481,                0.62661,                0.27178,                0.88344,                0.98154,                0.96848,                0.98544,                0.69899,                 1.1463,                0.35105,                 1.0411,              0.0005158,              0.0005158,              0.0005158
                    482,                0.62799,                 0.2721,                 0.8838,                0.98144,                0.96848,                0.98545,                0.69896,                 1.1461,                 0.3511,                  1.041,               0.000496,               0.000496,               0.000496
                    483,                0.62663,                0.27095,                0.88207,                0.98136,                0.96848,                0.98546,                0.69912,                 1.1463,                0.35128,                 1.0411,              0.0004762,              0.0004762,              0.0004762
                    484,                0.62473,                0.27068,                0.88213,                0.98183,                 0.9689,                0.98535,                0.69863,                 1.1465,                0.35163,                 1.0412,              0.0004564,              0.0004564,              0.0004564
                    485,                0.62822,                0.27104,                 0.8833,                0.98183,                0.96902,                0.98541,                0.69847,                 1.1467,                0.35206,                 1.0414,              0.0004366,              0.0004366,              0.0004366
                    486,                0.62242,                0.26954,                0.88249,                0.98157,                0.96902,                0.98544,                0.69839,                 1.1469,                 0.3526,                 1.0414,              0.0004168,              0.0004168,              0.0004168
                    487,                0.62285,                0.27032,                0.88289,                0.98146,                0.96902,                0.98525,                0.69732,                 1.1469,                0.35236,                 1.0414,               0.000397,               0.000397,               0.000397
                    488,                0.61891,                0.26979,                0.88178,                0.98148,                0.96902,                0.98531,                0.69756,                  1.147,                0.35257,                 1.0415,              0.0003772,              0.0003772,              0.0003772
                    489,                 0.6189,                0.26702,                0.88231,                0.98151,                0.96902,                0.98531,                0.69751,                 1.1471,                0.35289,                 1.0417,              0.0003574,              0.0003574,              0.0003574
                    490,                0.61855,                0.26878,                0.88081,                0.98139,                0.96902,                0.98535,                0.69773,                 1.1473,                0.35304,                 1.0419,              0.0003376,              0.0003376,              0.0003376
                    491,                0.55666,                0.22889,                0.84746,                0.98141,                0.96902,                0.98539,                 0.6977,                 1.1473,                0.35321,                 1.0421,              0.0003178,              0.0003178,              0.0003178
                    492,                 0.5425,                0.22383,                0.84592,                0.98129,                0.96911,                0.98539,                0.69786,                 1.1474,                0.35339,                 1.0424,               0.000298,               0.000298,               0.000298
                    493,                0.53592,                0.22231,                0.84545,                0.98129,                0.96919,                0.98537,                0.69856,                 1.1475,                0.35355,                 1.0427,              0.0002782,              0.0002782,              0.0002782
                    494,                0.53276,                0.22197,                0.84301,                0.98129,                0.96917,                0.98536,                 0.6985,                 1.1477,                0.35386,                  1.043,              0.0002584,              0.0002584,              0.0002584
                    495,                0.53229,                 0.2217,                0.84374,                0.99014,                0.96033,                0.98533,                0.69848,                 1.1477,                0.35407,                 1.0433,              0.0002386,              0.0002386,              0.0002386
                    496,                0.52889,                0.22002,                0.84326,                0.99012,                0.96033,                0.98534,                0.69796,                 1.1477,                0.35424,                 1.0436,              0.0002188,              0.0002188,              0.0002188
                    497,                0.52374,                0.21798,                0.83968,                0.99007,                0.96033,                0.98533,                0.69844,                 1.1478,                0.35423,                 1.0439,               0.000199,               0.000199,               0.000199
                    498,                0.52344,                0.21791,                0.84058,                0.99004,                0.96033,                0.98531,                0.69832,                 1.1478,                0.35459,                 1.0443,              0.0001792,              0.0001792,              0.0001792
                    499,                0.52009,                0.21565,                0.84015,                0.98997,                0.96033,                0.98531,                0.69836,                 1.1479,                0.35482,                 1.0446,              0.0001594,              0.0001594,              0.0001594
                    500,                  0.517,                 0.2148,                 0.8391,                0.98993,                0.96033,                0.98528,                0.69804,                  1.148,                0.35519,                  1.045,              0.0001396,              0.0001396,              0.0001396
